time,freq,trans
1680285958.8405795,2.2963344292747934e-05,1
1680285963.8376987,2.4571435915277107e-05,1
1680285968.8366258,2.4667413299539476e-05,1
1680285973.830915,2.5947553012883873e-05,1
1680285978.8434465,2.6727303577445127e-05,1
1680285983.8903935,2.6530259845003457e-05,1
1680285988.9282324,2.6615338526880805e-05,1
1680285993.976241,2.764866383131448e-05,1
1680285998.9783533,2.8146221268343652e-05,1
1680286004.0101416,2.9114045503320085e-05,1
1680286009.0566034,2.9525633920002292e-05,1
1680286014.089718,2.9393872239324992e-05,1
1680286019.1214082,2.8213371763285977e-05,1
1680286024.1674545,3.0015586844456266e-05,1
1680286029.2124853,3.1321516246407555e-05,1
1680286034.2588098,3.110225321734106e-05,1
1680286039.299151,2.7734553157188202e-05,1
1680286044.3450582,2.9823582451626862e-05,1
1680286049.373646,2.786189890002788e-05,1
1680286054.3706584,2.691587394565431e-05,1
1680286059.3762465,2.9500849507257954e-05,1
1680286064.429739,2.7137895472151286e-05,1
1680286069.484155,2.731331028371642e-05,1
1680286074.4765635,2.795409011469019e-05,1
1680286079.5315173,2.9628750098709133e-05,1
1680286084.5357366,2.9661454107099416e-05,1
1680286089.5392013,3.010454230434334e-05,1
1680286094.5784028,3.092061098186605e-05,1
1680286099.6105769,3.1634769925403816e-05,1
1680286104.655479,3.0217012806588173e-05,1
1680286109.6984794,3.240259178483029e-05,1
1680286114.7452369,3.1611996519131935e-05,1
1680286119.742167,3.21370380333974e-05,1
1680286124.7966113,3.2129622013599146e-05,1
1680286129.8386836,3.211335541664084e-05,1
1680286134.832674,3.3978247699906206e-05,1
1680286139.83633,3.1753219900565455e-05,1
1680286144.8403082,3.162354767027864e-05,1
1680286149.8402755,3.196819466211309e-05,1
1680286154.8448334,3.3936393833755574e-05,1
1680286159.892683,3.326273093762211e-05,1
1680286164.9395149,3.239652482989186e-05,1
1680286169.9791718,3.187210228361437e-05,1
1680286175.0199063,3.564945075140713e-05,1
1680286180.0265338,5.657687341908968e-05,1
1680286180.1839972,5.673262688787872e-05,1
1680286180.1994693,5.8063259700702474e-05,1
1680286180.2151022,5.8063259700702474e-05,1
1680286180.230549,5.874700207186834e-05,1
1680286180.2465367,6.698793799841951e-05,1
1680286180.262434,7.300671546772719e-05,1
1680286180.2773771,7.300671546772719e-05,1
1680286180.2931054,8.107104218879613e-05,1
1680286180.3239844,9.307297170835227e-05,1
1680286180.33998,9.307297170835227e-05,1
1680286180.3553169,9.75656635660016e-05,1
1680286180.3704858,0.0001025146627284812,1
1680286180.386443,0.0001025146627284812,1
1680286180.401994,0.00011046282736515423,1
1680286180.4176147,0.00012108111684483447,1
1680286180.4328144,0.00012370874577527502,1
1680286180.4483142,0.00012370874577527502,1
1680286180.4636726,0.00013327976176924494,1
1680286180.4796019,0.00014296829277782308,1
1680286180.4945943,0.00014642361207961585,1
1680286180.5107641,0.00014642361207961585,1
1680286180.525939,0.0001552718890138749,1
1680286180.5570562,0.00015921488272852002,1
1680286180.5730066,0.0001696283783871877,1
1680286180.5888932,0.0001730414989538076,1
1680286180.6042767,0.00017425825529926442,1
1680286180.6203072,0.00017425825529926442,1
1680286180.6361969,0.000164885304229756,1
1680286180.652121,0.0001597848157075532,1
1680286180.6680787,0.00015146316144409866,1
1680286180.6830728,0.00015146316144409866,1
1680286180.6985312,0.00014242090890093095,1
1680286180.714457,0.00013482835828426687,1
1680286180.729604,0.00013482835828426687,1
1680286180.7449822,0.000128636986175934,1
1680286180.7609532,0.00012184687187755117,1
1680286180.7768965,0.00011367681918272865,1
1680286180.8080108,0.00010842184985904169,1
1680286180.838945,9.826749590047257e-05,1
1680286180.8549025,9.826749590047257e-05,1
1680286180.8845847,8.730688341529458e-05,1
1680286180.9005148,8.730688341529458e-05,1
1680286180.9165006,8.775140071293208e-05,1
1680286180.9324594,8.067400568734229e-05,1
1680286180.948418,7.135741577712906e-05,1
1680286180.9644384,7.135741577712906e-05,1
1680286180.9796138,6.69267064381529e-05,1
1680286180.9950848,5.9805937837609235e-05,1
1680286181.0110474,5.804120456787132e-05,1
1680286181.0270343,5.804120456787132e-05,1
1680286181.0427434,6.53648391448769e-05,1
1680286181.0744722,7.48104106946812e-05,1
1680286181.1060607,8.205590415855113e-05,1
1680286181.1218274,8.804121267758092e-05,1
1680286181.1368186,8.804121267758092e-05,1
1680286181.1527736,9.387538699456854e-05,1
1680286181.1679194,9.889602932844355e-05,1
1680286181.183915,9.889602932844355e-05,1
1680286181.1998699,0.00010760038355783763,1
1680286181.2155485,0.00011630246842742054,1
1680286181.231115,0.0001208524317348747,1
1680286181.2465956,0.0001208524317348747,1
1680286181.2617555,0.00012934733592828707,1
1680286181.2772212,0.00013365964491640625,1
1680286181.3081381,0.00014150627470144173,1
1680286181.324029,0.0001509994542630011,1
1680286181.3554502,0.0001549259546891335,1
1680286181.3854878,0.00016358849865127922,1
1680286181.4004796,0.0001669021269208315,1
1680286181.4164362,0.0001669021269208315,1
1680286181.4322503,0.00017122464043950458,1
1680286181.4482167,0.0001794904334246894,1
1680286181.4643133,0.0001794904334246894,1
1680286181.4798534,0.00018564085877414982,1
1680286181.4952474,0.00018072633559995666,1
1680286181.5110998,0.0001713453432330425,1
1680286181.5262609,0.0001713453432330425,1
1680286181.5414085,0.00016791473558441794,1
1680286181.5732417,0.00015216784885296875,1
1680286181.5891964,0.00015216784885296875,1
1680286181.6199899,0.00014364884793849342,1
1680286181.6359174,0.00014364884793849342,1
1680286181.6519053,0.00013760664808160072,1
1680286181.6678646,0.00013496302096882573,1
1680286181.6836438,0.00012721126336145971,1
1680286181.6989167,0.00012721126336145971,1
1680286181.7148721,0.00012261652801726086,1
1680286181.730169,0.00011385673332142687,1
1680286181.7455342,0.00010372398162417085,1
1680286181.775231,0.00010048422717545691,1
1680286181.8058317,9.280591973492847e-05,1
1680286181.8218057,8.779754369925286e-05,1
1680286181.8528533,7.877182110860304e-05,1
1680286181.8678086,7.877182110860304e-05,1
1680286181.8837023,7.587790992147347e-05,1
1680286181.8996263,7.008487983739542e-05,1
1680286181.915636,6.24732979304099e-05,1
1680286181.9314148,6.24732979304099e-05,1
1680286181.947179,6.150274310812165e-05,1
1680286181.9631667,5.565610695157375e-05,1
1680286181.978595,5.565610695157375e-05,1
1680286181.9940698,4.5999889550785156e-05,1
1680286182.0249739,3.490014466933644e-05,1
1680286182.0560145,3.097244928085274e-05,1
1680286182.0714862,6.116683709933568e-05,1
1680286182.0874448,6.116683709933568e-05,1
1680286182.1034296,5.7922029895962623e-05,1
1680286182.118611,4.714690504670216e-05,1
1680286182.1338847,4.338702672157524e-05,1
1680286182.1498473,4.338702672157524e-05,1
