time,freq,trans
1681487449.534368,9.999999974752427e-06,1
1681487454.5926573,0.0,1
1681487459.6289454,-1.0000000031595846e-05,1
1681487464.6652334,0.0,1
1681487469.6825204,0.0,1
1681487474.7218087,0.0,1
1681487479.7340953,0.0,1
1681487484.7773836,0.0,1
1681487489.835673,0.0,1
1681487494.8479598,0.0,1
1681487499.8842478,0.0,1
1681487504.9165359,-1.0000000031595846e-05,1
1681487509.955824,0.0,1
1681487515.015113,0.0,1
1681487520.045401,1.9999999949504854e-05,1
1681487525.1046903,1.9999999949504854e-05,1
1681487530.1199772,1.9999999949504854e-05,1
1681487535.1592653,1.9999999949504854e-05,1
1681487540.2275553,2.99999999811007e-05,1
1681487540.4325671,2.99999999811007e-05,1
1681487540.4695692,1.9999999949504854e-05,1
1681487540.5145717,2.99999999811007e-05,1
1681487540.5455735,2.99999999811007e-05,1
1681487540.572575,2.99999999811007e-05,1
1681487540.588576,2.99999999811007e-05,1
1681487540.603577,2.99999999811007e-05,1
1681487540.6385787,2.99999999811007e-05,1
1681487540.6545796,2.99999999811007e-05,1
1681487540.6845813,2.99999999811007e-05,1
1681487540.710583,2.99999999811007e-05,1
1681487540.7315843,2.99999999811007e-05,1
1681487540.7575858,2.99999999811007e-05,1
1681487540.7775867,2.99999999811007e-05,1
1681487540.817589,3.999999995585313e-05,1
1681487540.8445907,3.999999995585313e-05,1
1681487540.8795927,3.999999995585313e-05,1
1681487540.924595,3.999999995585313e-05,1
1681487540.9545968,3.999999995585313e-05,1
1681487540.989599,3.999999995585313e-05,1
1681487541.0346014,3.999999995585313e-05,1
1681487541.064603,3.999999995585313e-05,1
1681487541.1056056,3.999999995585313e-05,1
1681487541.1216063,3.999999995585313e-05,1
1681487541.1606088,3.999999995585313e-05,1
1681487541.200611,3.999999995585313e-05,1
1681487541.2406135,4.999999998744897e-05,1
1681487541.2616146,4.999999998744897e-05,1
1681487541.2866158,4.999999998744897e-05,1
1681487541.3196177,5.99999999622014e-05,1
1681487541.36062,5.99999999622014e-05,1
1681487541.4206235,5.99999999622014e-05,1
1681487541.446625,5.99999999622014e-05,1
1681487541.4716265,5.99999999622014e-05,1
1681487541.5116289,5.99999999622014e-05,1
1681487541.5466309,5.99999999622014e-05,1
1681487541.567632,5.99999999622014e-05,1
1681487541.607634,5.99999999622014e-05,1
1681487541.6436362,5.99999999622014e-05,1
1681487541.6736379,6.999999999379725e-05,1
1681487541.7206407,6.999999999379725e-05,1
1681487541.7556427,6.999999999379725e-05,1
1681487541.7906446,6.999999999379725e-05,1
1681487541.8156462,6.999999999379725e-05,1
1681487541.8366475,6.999999999379725e-05,1
1681487541.8666492,6.999999999379725e-05,1
1681487541.8916507,6.999999999379725e-05,1
1681487541.9476535,7.999999996854967e-05,1
1681487541.9976566,7.999999996854967e-05,1
1681487542.0496595,7.999999996854967e-05,1
1681487542.0606601,7.999999996854967e-05,1
1681487542.0826614,7.999999996854967e-05,1
1681487542.1146634,9.000000000014552e-05,1
1681487542.1506653,9.000000000014552e-05,1
1681487542.1616662,9.000000000014552e-05,1
1681487542.1826673,9.000000000014552e-05,1
1681487542.198668,9.000000000014552e-05,1
1681487542.23167,9.000000000014552e-05,1
1681487542.2666721,9.000000000014552e-05,1
1681487542.282673,9.000000000014552e-05,1
1681487542.2986739,9.000000000014552e-05,1
1681487542.3536768,9.000000000014552e-05,1
1681487542.388679,9.000000000014552e-05,1
1681487542.4036798,9.999999997489795e-05,1
1681487542.4396818,9.999999997489795e-05,1
1681487542.4616833,9.000000000014552e-05,1
1681487542.4816842,9.999999997489795e-05,1
1681487542.512686,9.999999997489795e-05,1
1681487542.562689,9.999999997489795e-05,1
1681487542.5926907,9.999999997489795e-05,1
1681487542.6196923,9.999999997489795e-05,1
1681487542.650694,9.999999997489795e-05,1
1681487542.6926963,0.00010999999994965037,1
1681487542.7326987,0.00010999999994965037,1
1681487542.772701,0.00010999999994965037,1
1681487542.8127031,0.00010999999994965037,1
1681487542.8527055,0.00010999999994965037,1
1681487542.897708,0.00010999999994965037,1
1681487542.9277096,0.00010999999994965037,1
1681487542.948711,0.00010999999994965037,1
1681487542.9807127,0.00011999999998124622,1
1681487542.9967136,0.00011999999998124622,1
1681487543.036716,0.00011999999998124622,1
1681487543.0727181,0.00011999999998124622,1
1681487543.0937192,0.00011999999998124622,1
1681487543.1387217,0.00012999999995599865,1
1681487543.1797242,0.00012999999995599865,1
1681487543.195725,0.00012999999995599865,1
1681487543.2107258,0.00012999999995599865,1
1681487543.262729,0.0001399999999875945,1
1681487543.297731,0.0001399999999875945,1
1681487543.3277328,0.00012999999995599865,1
1681487543.352734,0.00012999999995599865,1
1681487543.382736,0.0001399999999875945,1
1681487543.4127376,0.00012999999995599865,1
1681487543.45274,0.00012999999995599865,1
1681487543.4877417,0.00012999999995599865,1
1681487543.5177436,0.0001399999999875945,1
1681487543.5527456,0.0001399999999875945,1
1681487543.613749,0.00012999999995599865,1
1681487543.6697524,0.00012999999995599865,1
1681487543.7107546,0.00012999999995599865,1
1681487543.7807586,0.00012999999995599865,1
1681487543.8327615,0.00012999999995599865,1
1681487543.8477623,0.00011999999998124622,1
1681487543.8647635,0.00011999999998124622,1
1681487543.8947651,0.00011999999998124622,1
1681487543.9157662,0.00011999999998124622,1
1681487543.9517684,0.00011999999998124622,1
1681487543.9857702,0.00011999999998124622,1
1681487543.997771,0.00011999999998124622,1
1681487544.0407734,0.00011999999998124622,1
